ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS
11,330722.88,7380864.80,355030822000013,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V JOANIZA-AE,"LUIS VIVES,R,85",V JOANIZA,56220844,4404150,2751828,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
12,332995.03,7383255.78,355030838000094,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"GERALDO S FERREIRA,DR-AE","ARMANDO DE ARRUDA PEREIRA,ENG,AV,2944",PQ JABAQUARA,55882366,4309011,2042991,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
13,347647.90,7387918.61,355030876000172,3550308005209,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,SAPOPEMBA-AE,"JOAO LOPES DE LIMA,R,1151",JD. SAPOPEMBA,69623480,3976020,2751968,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
14,331132.48,7393302.18,355030807000097,3550308005011,7,BELA VISTA,9,SE,Centro,Centro,CENTRO - AE,"CARLOS COMENALLE,R,32",BELA VISTA,2830005,1332030,2068982,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
15,332129.99,7394697.20,355030866000009,3550308005002,66,REPUBLICA,9,SE,Centro,Centro,CONSOLACAO-AE,"MARTINS FONTES,R,208",CONSOLACAO,32564401,1050000,2069008,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
16,336251.62,7394030.64,355030853000041,3550308005018,53,MOOCA,25,MOOCA,Leste,Leste 1,"ITALO DOMIGOS LE VOCCI,DR-AE (MOOCA)","MARINA CRESPI,R,91",MOOCA,62929512,3112090,2751917,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
17,336829.56,7396810.31,355030808000018,3550308005016,8,BELEM,25,MOOCA,Leste,Leste 1,BELENZINHO-AE,"JEQUITINHONHA,R, 360",BELENZINHO,2917431,3021040,2091488,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
18,351625.95,7400080.95,355030887000041,3550308005193,87,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,SÃO MIGUEL-AE,"LAUDELINO FERREIRA DO AMARAL,TEN,AV,519",V. JACUÍ,62978422,8060000,2065258,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
19,335258.41,7402126.96,355030882000068,3550308005066,82,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 1,"ARMANDO DE AGUIAR PUPO,DR-AE (TUCURUVI)","NOVA CANTAREIRA,AV,1476",TUCURUVI,69526700,2331002,2751984,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
20,338411.09,7391166.16,355030893000090,3550308005042,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE-AE,"CENTENARIO DE V PRUDENTE,PCA,108",V  PRUDENTE,2731665,3132050,2751852,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
21,348283.61,7395290.16,355030805000008,3550308005149,5,ARTUR ALVIM,21,PENHA,Leste,Leste 1,"MANUEL DA NOBREGA,PE-AE","FRANCISCO DE TOLEDO,PE,AV,545",COHAB PADRE M. DA NOBREGA,67417296,3590120,2027070,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
22,349441.30,7400462.36,355030828000026,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,V PARANAGUA-AE,"JOSE GOES NOGUEIRA,R,70",V  PARANAGUA,69438044,3807380,2751836,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
23,353528.63,7394455.08,355030847000033,3550308005262,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,JOSE BONIFACIO IV-AE,"ANDREAS AMON,R,150",COHAB JOSE BONIFACIO,65232158,8255130,2751895,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
24,353914.60,7395645.66,355030847000085,3550308005261,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,GUAIANAZES-AE,"OSVALDO DE OLIVEIRA,PROF,AV,610",JD. HELENA,65578844,8420280,2026996,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
25,352849.89,7400793.72,355030874000093,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TITO LOPES DA SILVA-AE,"ANTONIO GAMA DE CERQUEIRA,PROF,R,647",V AMERICANA,69569099,8010130,2751976,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
26,332058.39,7385863.71,355030877000121,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,"POSTO CECI  ""DR ALEXANDRE KALIL YASBEK ""- AE","CECI,AV,2235",PLANALTO PAULISTA,55812828,4065004,2751844,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
27,335849.50,7390607.22,355030834000009,3550308005019,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,"FLAVIO GIANOTTI,DR-AE","XAVIER DE ALMEIDA,R,210",IPIRANGA,61636602,4211000,2751860,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
28,341681.62,7397299.34,355030859000135,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,MAURICE PATE PENHA DE FRANCA-AE,"NOSSA SENHORA DA PENHA,PCA, 55",PENHA DE FRANCA,22950953,3632010,2751933,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
29,358441.64,7401549.15,355030836000202,3550308005250,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,TEXIMA -AE,"TITO, MAL,AV,6577",ITAIM PAULISTA,6568-3354,05051-001,3758834,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
30,320526.71,7410428.78,355030861000010,3550308005243,61,PERUS,1,PERUS,Norte,Norte 2,PERUS CASA VIVA-AE SM,"ANTONIO MAIA,R,827",PERUS,39171031,5204110,3041530,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES DE SAUDE MENTAL,3,SAUDE MENTAL,0
31,330722.88,7380864.80,355030822000013,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V JOANIZA-AMA,"LUIS VIVES,R,85",V JOANIZA,56220844,4404150,2751828,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
32,332995.03,7383255.78,355030838000094,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"GERALDO S FERREIRA,DR-AMA","ARMANDO DE ARRUDA PEREIRA,ENG,AV,2944",PQ JABAQUARA,55882366,4309011,2042991,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
33,353914.60,7395645.66,355030847000085,3550308005261,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,GUAIANAZES-AMA,"OSVALDO DE OLIVEIRA,PROF,AV,610",JD. HELENA,65578844,8420280,2026996,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
34,317665.62,7374480.31,355030843000220,3550308005289,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD CAPELA-AMA,"PAIVA MANSO,DE,BR,R,200",JD. CAPELA,55170226,4960110,2787245,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
35,325459.25,7370021.78,355030855000004,3550308005299,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JD CAMPINAS-AMA,"PLEIADES,DAS,R,S/N",JD. MARIA AMALIACAMPINAS,55273589,4858550,2787229,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
36,326443.63,7373207.66,355030823000186,3550308005286,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD ICARAI I (QUINTANA)-AMA,"ROQUE DO PARAGUASSU,S,S/N",V QUINTANA,55200272,4837150,2787474,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
37,318080.22,7377909.12,355030843000023,3550308005293,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,PQ NOVO STO AMARO-AMA,"PORTA DO PRADO,R,18",PQ NOVO STO AMARO,58311448,5874130,2788365,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
38,319537.45,7379428.13,355030843000132,3550308005227,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD ANGELA - AMA,"GUAVIRITUBA,ESTR,49",V  SANTA LUCIA,58315665,04937000,3474674,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
39,322209.64,7382412.50,355030846000093,3550308005224,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD S LUIZ-AMA,"LUIS ANTONIO VERNEY,R,98",JD. SAO LUIZ,55111153,5846380,2787792,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
40,320386.65,7410035.76,355030861000019,3550308005243,61,PERUS,1,PERUS,Norte,Norte 2,PERUS-AMA,"JOAO GONCALVES DE LIMA,VIG,PCA,239",PERUS,39170707,5206180,2788225,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
41,333855.36,7377543.59,355030858000180,3550308005215,58,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,LARANJEIRAS - AMA,"DENIS FURTEL, R,108",LARANJEIRAS,56736180,,2788039,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
42,331842.27,7379263.62,355030822000156,3550308005168,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V MISSIONARIA-AMA,"RAINHA DAS MISSOES,R,53",V MISSIONARIA,56122270,4430100,2789078,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
43,341323.26,7388644.51,355030893000124,3550308005082,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V CALIFORNIA-AMA,"SAO JANUARIO,DE,CDE,PCA,91",V CALIFORNIA,69171117,3215080,2026988,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
44,351131.68,7385823.49,355030875000029,3550308005277,75,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,JD S FRANCISCO II-AMA,"BANDEIRA DO ARACAMBI,S/N",JD. SAO FRANCISCO,67516712,8310010,2788527,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
45,331028.90,7404120.19,355030813000228,3550308005127,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,JD PERI-AMA,"PERI RONCHETTI,AV,914",JD PERI,62318771,2633000,2787695,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
46,336079.13,7398396.31,355030886000029,3550308005031,86,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,V GUILHERME-AMA,"JOAO VENTURA BATISTA,R,615",V GUILHERME,69015883,2054100,2788950,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
47,340729.45,7390538.63,355030872000142,3550308005081,72,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,"HERMENEGILDO MORBIN JR,DR- JD INDEPENDENCIA AMA","PLANALTO DA CONQUISTA,R,80",JD. INDEPENDENCIA,62112772,3223170,2752239,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
48,340868.57,7392095.62,355030801000090,3550308005041,1,AGUA RASA,25,MOOCA,Leste,Leste 1,"V ORATORIO ""TITO P.MASCELANI"" - AMA","JOAO FIALHO DE CARVALHO,R,35",V DIVA,61012979,3345010,2752379,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
49,344018.63,7391460.43,355030885000104,3550308005079,85,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,V GUARANI-AMA,"TERESINHA,R,123",V  GUARANI,69102958,3382180,2788942,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
50,356691.95,7391545.43,355030825000044,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CASTRO ALVES-AMA,"CADERNO DE VIAGEM,R,55",CASTRO ALVES,62820320,,4050177,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
51,354835.88,7397074.31,355030896000192,3550308005257,96,LAJEADO,28,GUAIANASES,Leste,Leste 2,JD ETELVINA-AMA,"MANOEL TEODORO XAVIER,R,138",JD ETELVINA,61351756,8430570,2787377,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
52,354780.55,7402674.63,355030844000079,3550308005244,44,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JD HELENA-AMA,"KUMAKI AOKI,AV,785",JD. HELENA,65811661,8090370,4049934,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
53,358965.54,7398858.79,355030836000325,3550308005254,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD NELIA-AMA,"ITAJUIBE,R,1910",ITAIM PAULISTA,69633802,8142000,2027526,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
54,359045.22,7400917.21,355030836000113,3550308005251,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JD DAS OLIVEIRAS-AMA,"JOSE DA CRUZ CAMARGO,R,174",JD DAS OLIVEIRAS,69632405,8122100,2787350,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
55,322578.87,7400740.62,355030895000019,3550308005110,95,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 2,PQ MARIA DOMITILA - AMA,"ANASTACIO,DO,AV (ESQ. R WILLIS ROBERTO BANKS) 2421",PQ. MARIA DOMITILA,3903-4825,05119-000,3738604,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
56,324043.04,7363462.70,355030855000022,3550308005301,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS-AMA,"MARIO TRAPE,R,100",JD. NOVO PARELHEIROS,59208860,4890430,4050150,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
57,327767.55,7372443.58,355030830000051,3550308005284,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MARIA ANTONIETA FERREIRA DE BARROS,D-AMA","ANTONIO FELIPE,R,180",JD. REIMBERG,59280345,4845000,4050282,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
58,355275.57,7393345.10,355030825000315,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,FAZENDA DO CARMO - AMA,"FRANCISCO CARDOSO JR,R,10",CIDADE TIRADENTES,6556-7600,08421-105,3738663,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
59,341661.97,7397294.59,355030859000134,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,MAURICE PATE - AMA,"GERMANO,FREI,R,50",PENHA,,5041001,5268125,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
60,343589.44,7398777.37,355030818000154,3550308005073,18,CANGAIBA,21,PENHA,Leste,Leste 1,CHÁCARA CRUZEIRO DO SUL - AMA,"MERCEDES LOPES,R,989",CH?CARA CRUZEIRO DO SUL,3614000,66470031,3738736,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
61,351923.20,7388362.51,355030833000072,3550308005306,33,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,JD CONQUISTA III-AMA,"SOMOS TODOS IGUAIS,R, 330",S?O MATEUS,67342079,08343000,3738647,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
62,336895.55,7394543.75,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,CITY JARAGUA - AMA,"TAIPAS,ESTR, DE (ESQ. R PAULO ARENTINO)1648",JARAGUA,3928-4976,02991-000,3738582,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
63,358441.64,7401549.15,355030836000202,3550308005250,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,TEXIMA -AMA,"TITO, MAL,AV,6577",ITAIM PAULISTA,6568-3354,05051-001,3758834,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
64,337351.35,7387626.19,355030868000131,3550308005085,68,SACOMA,13,IPIRANGA,Sul,Sul 1,SACOMA-AMA,"LAGRIMAS,DAS,ESTR,1403",V HELIOPOLIS,2733537,4232000,2788519,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
65,332020.24,7389142.72,355030877000177,3550308005047,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,APAE SÃO PAULO,"LOEFGREEN,R,2109",V. CLEMENTINO,50807005,4040033,2091593,4,Privado,5,ASSOCIAÇÃO PAIS AMIGOS EXCEPCIONAIS,9,OUTROS ESTABELECIMENTOS E SERVICOS ESPECIALIZADOS,0
66,344499.75,7387785.73,355030872000176,3550308005159,72,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,CASA DO PARTO DE SAPOPEMBA,"JORGE SILVA LUZ, R,340",PQ PEREIRA,67020435,,3739503,1,Municipal,7,CASA DO PARTO,1,AMBULATORIOS ESPECIALIZADOS,0
67,331161.01,7393307.27,355030807000080,3550308005011,7,BELA VISTA,9,SE,Centro,Centro,ITAPEVA-CAPS LUIZ R. CERQUEIRA,"ITAPEVA,R,700",BELA VISTA,2892585,,2068923,2,Estadual,9,CENTRO DE ATENCAO PSICOSSOCIAL (CAPS),3,SAUDE MENTAL,0
68,320210.61,7381680.07,355030819000089,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JD LIDIA-CAPS/ADULTO,"GUTEMBERG JOSE FERREIRA,R,50",JD. LIDIA,55139560,5860070,2028816,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0
69,324901.50,7383342.71,355030871000065,3550308005174,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,LGO TREZE DE MAIO-CAPS ADULTO,"PAULA CRUZ,R,71",JD. DOM BOSCO,56866076,4757120,4049829,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0
70,324578.31,7390953.18,355030812000135,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,BUTANTA-CAPS ADULTO,"OSCAR PINHEIRO COELHO,R,287",CAXINGUI,37271819,5516050,2786516,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0
71,328019.69,7390330.43,355030835000156,3550308005050,35,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,ITAIM BIBI-CAPS ADULTO,"HORACIO LAFER,AV,590",ITAIM BIBI,30786886,,2040808,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0
72,329866.51,7396621.23,355030806000024,3550308005029,6,BARRA FUNDA,8,LAPA,Oeste,Oeste,PERDIZES-CAPS ADULTO DR. MANOEL MUNHOZ,"CANDIDO ESPINHEIRA,R,616",PERDIZES,36722000,5004000,4049845,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0
73,326309.21,7397570.87,355030848000107,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,LAPA-CAPS/ADULTO,"ROMA, R,446",V ROMANA,36755648,,4050290,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0
74,323740.73,7401525.16,355030863000003,3550308005114,63,PIRITUBA,2,PIRITUBA,Norte,Norte 2,PIRITUBA/JARAGUA-CAPS ADULTO,"RAIMUNDO PEREIRA DE MAGALHAES,AV,5214",PIRITUBA,39749122,2938010,2786508,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0
75,325004.32,7400685.24,355030863000081,3550308005112,63,PIRITUBA,2,PIRITUBA,Norte,Norte 2,PIRITUBA-CAPS ADULTO,"URUTINGA,R,90",V BONILHA,39767581,2933140,2786583,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0
76,327193.63,7402827.61,355030811000126,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,BRASILANDIA-CAPS ADULTO,"AUGUSTO DO AMARAL,DR,R,222",BRASILANDIA,39218924,2831030,2786575,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0
77,332888.38,7384193.21,355030838000147,3550308005093,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,JABAQUARA-CAPS III ADULTO,"GETULIO VARGAS,R,27",CIDADE VARGAS,50127952,4318030,3025438,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0
78,347647.90,7387918.72,355030876000172,3550308005209,76,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,SAPOPEMBA-CAPS II ADULTO,"JOAO LOPES DE LIMA,R,1151",JD SAPOPEMBA,61197080,3976020,2815435,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0
79,347870.71,7389639.27,355030873000099,3550308005154,73,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,S MATEUS-CAPS ADULTO,"CLOVIS MONTEIRO CARVALHO JR,R,22",JD. TIETE,69623464,3946060,2069148,1,Municipal,9,CENTRO DE ATENCAO PSICOSSOCIAL ADULTO,3,SAUDE MENTAL,0
