ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS
12,342869.78,7389228.61,355030872000050,3550308005158,72,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,JD GUAIRACA - AMA ESPECIALIDADES,"R ERVA IMPERIAL, 501",CID CONTINENTAL,22163332,3244030,6759998,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
14,336793.02,7396781.55,355030808000018,3550308005016,8,BELEM,25,MOOCA,Leste,Leste 1,MARIA ZELIA - AMBULATORIO DE ESPECIALIDADES,"R JEQUITINHONHA, 360",CATUMBI,2913003,3021040,2091542,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,19
15,328438.52,7381119.92,355030816000026,3550308005172,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,JD DOS PRADOS - AME,"R SANT'ANA, 275",VILA SAO PEDRO,56332491,4676110,6423086,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
16,326187.93,7375428.32,355030823000019,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CLIPPER-NIR/AMB ESPEC,"R BELIZARIO FERREIRA LIMA,11",JD BELA VISTA,59285703,4829020,2751887,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
17,326187.93,7375428.32,355030823000019,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CLIPPER-AE,"R BELIZARIO FERREIRA LIMA,11",JD BELA VISTA,59285703,4829020,2751887,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
18,327524.92,7377582.91,355030823000140,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,INTERLAGOS - AME,"R ARTUR NASCIMENTO JUNIOR, 120",JD SATELITE,56682500,4815180,6432530,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
19,349455.67,7400913.57,355030828000049,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,NISA/UBS VILA PARANAGUA,"R JOSE GOES NOGUEIRA, 70",V  PARANAGUA,29438044,3807380,2751836,1,Municipal,55,NUCLEO INTEGRADO DE SAUDE AUDITIVA,1,AMBULATORIOS ESPECIALIZADOS,0
20,327013.79,7400107.66,355030829000045,3550308005117,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,FREGUESIA DO O-AE,"R BONIFACIO CUBAS, 304",FREGUESIA DO O,39315956,2731000,2751879,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
21,328170.77,7371824.46,355030830000013,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MILTON ALDRED,DR-AE","R S CAETANO DO SUL, 381",GRAJAU,59322015,4840230,2751909,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
22,355791.87,7394001.48,355030831000169,3550308005264,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,JD S CARLOS - AE,"R MACABU, 35",JD. SAO CARLOS,25577021,8411470,4050312,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
23,332177.07,7383169.85,355030838000337,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CENTRO DE CONTROLE DE INTOXICACOES - CCI,"AV FRANCISCO DE PAULA Q RIBEIRO, 860",JABAQUARA,50125311,4330020,9050558,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
24,353528.63,7394455.08,355030847000033,3550308005262,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,JOSE BONIFACIO IV-AE,"R ANDREAS AMON, 150",COHAB JOSE BONIFACIO,25232158,8255130,2751895,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
25,336273.77,7394012.95,355030853000023,3550308005018,53,MOOCA,25,MOOCA,Leste,Leste 1,"ITALO DOMIGOS LE VOCCI,DR-AE (MOOCA)","R MARINA CRESPI, 91",MOOCA,22929512,3112090,2751917,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
26,322362.51,7410707.53,355030861000051,3550308005242,61,PERUS,01,PERUS,Norte,Norte 2,PERUS-AE,"R JULIO DE OLIVEIRA, 80",V FLAMENGO,39171263,5201070,3094340,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
27,323578.70,7401772.75,355030863000002,3550308005113,63,PIRITUBA,02,PIRITUBA-JARAGUA,Norte,Norte 2,PIRITUBA - AE,"AV MENOTTI LAUDISIO, 100",PIRITUBA,33971880,2945000,6670849,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
28,332149.58,7394733.86,355030866000009,3550308005002,66,REPUBLICA,09,SE,Centro,Centro,CONSOLACAO-AE,"R MARTINS FONTES, 208",CONSOLACAO,21416200,1050000,2069008,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,6
29,337456.03,7388343.70,355030868000236,3550308005086,68,SACOMA,13,IPIRANGA,Sul,Sul 1,LUIZ B BARATA HELIOPOLIS - AE,"AV ALM DELAMARE, 1534",IPIRANGA,20651550,4230000,6479200,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,24
30,326691.85,7383485.07,355030871000011,3550308005173,71,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,ALTO DA BOA VISTA - AE,"R MIN ROBERTO CARDOSO ALVES, 386",ALTO DA BOA VISTA,55230069,4737000,7534817,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
31,347654.40,7387960.98,355030876000172,3550308005209,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,SAPOPEMBA - AE,"R JOAO LOPES DE LIMA, 1151",JD SAPOPEMBA,29623480,3976020,2751968,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
32,332060.24,7385924.09,355030877000121,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,ALEXANDRE KALIL - AE CECI,"AV CECI, 2235",PLANALTO PAULISTA,22756487,4065004,2751844,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
33,335280.11,7402132.30,355030882000068,3550308005066,82,TUCURUVI,05,SANTANA-TUCURUVI,Norte,Norte 1,"ARMANDO DE AGUIAR PUPO,DR - AE","AV NOVA CANTAREIRA, 1476",TUCURUVI,29526700,2331002,2751984,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
34,331134.54,7393336.76,355030807000080,3550308005011,7,BELA VISTA,09,SE,Centro,Centro,CENTRO - AMBULATORIO DE SAUDE MENTAL,"R CARLOS COMENALE, 32",BELA VISTA,35441800,1332030,2068982,2,Estadual,1,AMBULATORIO DE SAUDE MENTAL,3,SAUDE MENTAL,0
35,337938.56,7398471.80,355030889000163,3550308005033,89,VILA MARIA,07,VILA MARIA-VILA GUILHERME,Norte,Norte 1,VILA MARIA - AME DE PSIQUIATRIA,"AV GUILHERME COTCHING, 1600",VILA MARIA,,2113012,6578578,2,Estadual,1,AMBULATORIO DE SAUDE MENTAL,3,SAUDE MENTAL,0
37,334106.44,7393948.45,355030814000043,3550308005006,14,CAMBUCI,09,SE,Centro,Centro,NGA 63  VARZEA DO CARMO-PAM,"R LEOPOLDO MIGUEZ, 327",VARZEA DO GLICERIO,33857000,1518020,2068974,2,Estadual,1,AMBULATORIOS ESPECIALIZADOS,1,AMBULATORIOS ESPECIALIZADOS,19
38,326717.58,7392940.87,355030862000074,3550308005053,62,PINHEIROS,11,PINHEIROS,Oeste,Oeste,"VICTOR MELLO,DR-CS I (PINHEIROS)","R FERREIRA DE ARAUJO, 789",PINHEIROS,30318407,5428002,2068966,2,Estadual,1,AMBULATORIOS ESPECIALIZADOS,1,AMBULATORIOS ESPECIALIZADOS,0
39,334144.38,7389380.87,355030890000090,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,NUCLEO DE GESTAO ASSISTENCIAL NGA 39 SANTA CRUZ-PAM,"R STA CRUZ, 1181",V MARIANA,55703389,4120070,2091526,2,Estadual,1,AMBULATORIOS ESPECIALIZADOS,1,AMBULATORIOS ESPECIALIZADOS,0
40,334337.21,7389405.65,355030890000089,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,C R HOMEOPATIA E MEDICINA TRADICIONAL,"R JOAO BAPTISTUSSI, 55",CONJ DOS BANCARIOS,55394776,4121100,2786796,1,Municipal,1,AMBULATORIOS ESPECIALIZADOS,1,AMBULATORIOS ESPECIALIZADOS,0
41,333142.32,7397479.26,355030809000018,3550308005004,9,BOM RETIRO,09,SE,Centro,Centro,COMPLEXO PRATES - AMA,"R PRATES, 1101",BOM RETIRO,32298192,1009000,6964028,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
42,327799.80,7404943.83,355030811000091,3550308005190,11,BRASILANDIA,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,JD ELISA MARIA - AMA,"R ROMULO NALDI, 57",JD ELISA MARIA,39810967,2873250,5882281,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
43,323217.66,7390469.37,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,JD PERI PERI-AMA,"R JOAO GUERRA, 247",JD. PERI PERI,37443082,5535100,6156959,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
44,330993.55,7404119.68,355030813000228,3550308005127,13,CACHOEIRINHA,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,JD PERI-AMA,"AV PERI RONCHETTI, 914",JD PERI,22311822,2633000,6148344,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
45,319801.56,7385478.37,355030817000009,3550308005235,17,CAMPO LIMPO,17,CAMPO LIMPO,Sul,Sul 2,JD PIRAJUSSARA-AMA,"AV AMADEU DA SILVA SAMELO, 423",JARDIM MARTINICA,58447937,5760140,6131670,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
46,345078.94,7400278.07,355030818000026,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,"JOSE PIRES,DR(ENG GOULART)-AMA","R AUGUSTO CORREA LEITE, 538",ENG  GOULART,20381626,3726100,6143180,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
47,319108.42,7380764.47,355030819000016,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CAPAO REDONDO - AMA,"AV COMEN SANT'ANNA, 774",JD. BOA ESPERANCA,58729917,5866000,6218830,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
48,349598.83,7400398.63,355030828000052,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO(HOSPITAL) - AMA,"AL RODRIGO DE BRUM, 1989",V. PARANAGUA,33948038,3807230,6135730,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
49,357238.60,7393159.19,355030831000111,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,"JUSCELINO KUBITSCHEK,PRES-AMA","R UTARO KANAI, 286",COHAB PRESID. JUSCELINO,65554474,8465000,6135978,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
50,352514.46,7396937.17,355030837000041,3550308005201,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,"WALDOMIRO DE PAULA, PROF - AMA","R AUGUSTO CARLOS BAUMAN, 1074",ITAQUERA,33949025,8210590,6135951,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
51,332177.07,7383169.85,355030838000337,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"ARTHUR RIBEIRO SABOYA,DR-AMA (JABAQUARA)","AV FRANCISCO DE PAULA Q RIBEIRO, 860",JABAQUARA,33948385,4330020,6165478,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
52,319546.70,7379447.74,355030843000155,3550308005226,43,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JD ANGELA - AMA,"ESTR  GUAVIRITUBA, 49",V  SANTA LUCIA,58315665,4937000,3474674,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
53,322187.96,7382341.35,355030846000093,3550308005224,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD S LUIZ-AMA,"R LUIS ANTONIO VERNEY, 98",JD SAO LUIZ,55111153,5846380,6133525,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
54,326317.06,7397424.99,355030848000002,3550308005058,48,LAPA,08,LAPA,Oeste,Oeste,SOROCABANA - AMA,"R CATAO, 380",V ROMANA,38793090,5049000,6998208,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
55,337701.93,7392281.87,355030853000067,3550308005018,53,MOOCA,25,MOOCA,Leste,Leste 1,"IGNACIO PROENCA DE GOUVEA,DR - AMA","R VITOANTONIO DEL VECCHIO, 151",MOOCA,33947849,3124070,6146295,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
56,324091.27,7363509.69,355030855000022,3550308005301,55,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,PARELHEIROS-AMA,"R MARIO TRAPE, 100",JD NOVO PARELHEIROS,59208860,4890430,6135927,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
57,350941.94,7394071.15,355030857000076,3550308005204,57,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,SANTA MARCELINA - AMA,"R CACHOEIRA DA ILHA, 71",ITAQUERA,20706203,8270110,6926622,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
58,330757.65,7378473.30,355030858000064,3550308005216,58,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,CESAR ANTUNES DA ROCHA-AMA (PEDREIRA),"R CORREGO AZUL, 433",PEDREIRA,56118656,4463010,6133460,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
59,341674.72,7397323.85,355030859000135,3550308005071,59,PENHA,21,PENHA,Leste,Leste 1,MAURICE PATE - AMA,"R FREI GERMANO, 50",PENHA,20975802,3604050,5268125,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
60,323895.37,7402055.55,355030863000002,3550308005113,63,PIRITUBA,02,PIRITUBA-JARAGUA,Norte,Norte 2,"JOSE SOARES HUNGRIA,DR -  AMA PIRITUBA","AV MENOTTI LAUDISIO, 100",PIRITUBA,33971865,2936110,6146341,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
61,337391.32,7387620.65,355030868000251,3550308005086,68,SACOMA,13,IPIRANGA,Sul,Sul 1,SACOMA-AMA,"ESTR DAS LAGRIMAS, 1403",V HELIOPOLIS,20686816,4232000,6133622,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
62,331365.94,7397410.64,355030869000043,3550308005027,69,SANTA CECILIA,09,SE,Centro,Centro,BORACEA - AMA,"R DR RIBEIRO DE ALMEIDA, 14",BARRA FUNDA,33921854,1137020,5713870,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
63,352959.37,7400713.20,355030874000089,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TITO LOPES DA SILVA - AMA,"R DR JOSE GUILHERME EIRAS, 123",SAO MIGUEL PAULISTA,29569099,8010130,6135722,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
64,347654.40,7387960.98,355030876000172,3550308005209,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,SAPOPEMBA-AMA,"R JOAO LOPES DE LIMA, 1151",JD SAPOPEMBA,20185674,3976020,6144055,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
65,333803.08,7394535.10,355030878000003,3550308005001,78,SE,09,SE,Centro,Centro,SE - AMA,"R FREDERICO ALVARENGA, 259",PD D PEDRO II,31018841,1020030,5636469,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
66,340098.72,7396585.43,355030880000026,3550308005036,80,TATUAPE,25,MOOCA,Leste,Leste 1,TATUAPE - AMA HOSPITAL TATUAPE,"R SIRIA, 95",TATUAPE,33947129,3086040,6146309,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
67,324615.03,7387003.74,355030883000160,3550308005176,83,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,PARAISOPOLIS - AMA,"R SILVEIRA SAMPAIO, 660",VILA ANDRADE,37425394,5656010,6728626,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
68,332699.62,7389237.90,355030890000120,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,SANTA CRUZ - AMA,"R PEDRO DE TOLEDO, 309",V CLEMENTINO,53390862,4039030,5662699,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
69,346742.43,7395609.89,355030891000094,3550308005147,91,VILA MATILDE,21,PENHA,Leste,Leste 1,ALEXANDRE ZAIO-AMA,"R ALVES MALDONADO, 128",VL NHOCUNE,22174101,3558000,6143121,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
70,343629.02,7388770.40,355030872000135,3550308005159,72,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,CASA DO PARTO DE SAPOPEMBA,"R S JOSE DAS ESPINHARAS, 400",VILA INDUSTRIAL,27026043,4379030,3739503,1,Municipal,7,CASA DO PARTO,1,AMBULATORIOS ESPECIALIZADOS,0
71,330614.80,7403729.45,355030813000028,3550308005125,13,CACHOEIRINHA,04,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,CASA VERDE CACHOEIRINHA LIMAO - CAPS INFANTO JUVENIL,"R SETE DE DEZEMBRO, 72",V BELA VISTA,22332839,2617080,6700268,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTO JUVENIL,3,SAUDE MENTAL,0
72,349012.59,7392867.73,355030824000143,3550308005203,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CIDADE LIDER - CAPS INFANTO JUVENIL,"R AQUINO FONSECA, 117",JD DAS CARMELITAS,27427368,8275610,6954189,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTO JUVENIL,3,SAUDE MENTAL,0
73,326516.05,7400538.27,355030829000006,3550308005117,29,FREGUESIA DO O,03,FREGUESIA-BRASILANDIA,Norte,Norte 2,FREGUESIA BRASILANDIA - CAPS INFANTO JUVENIL,"R MANUEL MADRUGA, 120",FREGUESIA DO O,39322683,2960020,6330843,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTO JUVENIL,3,SAUDE MENTAL,0
74,326675.96,7369715.07,355030830000331,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,CAPELA DO SOCORRO - CAPS INFANTIL,"R CARUANENSE, 186",GRAJAU,55266389,4858300,6657184,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTO JUVENIL,3,SAUDE MENTAL,0
75,355475.93,7395447.09,355030831000057,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,GUAIANASES - CAPS INFANTO JUVENIL,"R EVALDO CALABREZ, 205",GUAIANADES,25533760,8410070,6954197,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTO JUVENIL,3,SAUDE MENTAL,0
76,335684.46,7389490.53,355030834000034,3550308005043,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA - CAPS INFANTO JUVENIL,"R CORREIA SALGADO, 257",V D PEDRO I,29402200,4267010,3108368,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTO JUVENIL,3,SAUDE MENTAL,0
77,356607.54,7400596.93,355030836000230,3550308005249,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,ITAIM PAULISTA - CAPS INFANTO JUVENIL,"R ILHA DE SAO FRANCISCO, 155",ITAIM PAULISTA,25712254,8110031,7128924,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTO JUVENIL,3,SAUDE MENTAL,0
78,333054.92,7383914.80,355030838000148,3550308005093,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CASINHA JABAQUARA-CAPS INFANTIL,"R ONZE DE FEVEREIRO, 318",CID VARGAS,50218005,4319020,2815443,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTO JUVENIL,3,SAUDE MENTAL,0
79,321895.49,7377689.67,355030846000244,3550308005221,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,M' BOI MIRIM - CAPS INFANTO JUVENIL,"R ALTO DE PADILHA, 3972",RIVIERA PAULISTA,55177663,4923030,6970532,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTO JUVENIL,3,SAUDE MENTAL,0
80,353590.65,7394338.09,355030847000060,3550308005262,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,ITAQUERA - CAPS INFANTO JUVENIL,"R BERNARDINO PRUDENTI, 86",COHAB JOSE BONIFACIO,25211162,8255020,4050304,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTO JUVENIL,3,SAUDE MENTAL,0
81,336916.33,7394584.74,355030853000057,3550308005017,53,MOOCA,25,MOOCA,Leste,Leste 1,MOOCA - CAPS INFANTO JUVENIL,"R TAQUARI, 549",MOOCA,26944628,3166000,2042916,1,Municipal,11,CENTRO DE ATENCAO  PSICOSSOCIAL INFANTO JUVENIL,3,SAUDE MENTAL,0
