ID,COORD_E,COORD_N,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,ESTAB_SA,ENDERECO,BAIRRO,TELEFONE,CEP,CNES,SA_DEPADM,DEPADM,SA_TIPO,TIPO,SA_CLASSE,CLASSE,LEITOS
11,331055.43,7400384.23,355030821000001,3550308005062,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 2,PQ PERUCHE-AMA ESPECIALIDADES,"JOSE RANGEL DE CAMARGO,R,500",PQ PERUCHE,38589865,02538010,6148336.000000,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
12,339203.49,7392421.28,355030801000007,3550308005039,1,AGUA RASA,25,MOOCA,Leste,Leste 1,V BERTIOGA - AMA ESPECIALIDADES,"FAROL PAULISTANO,R,410",JD ITALIA,69561066,03192060,6135749.000000,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
13,330196.17,7380955.02,355030822000066,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,V CONSTANCIA -AMA ESPECIALIDADES,"HERMENEGILDO MARTINI,R,S/N",V CONSTANCIA,55626944,,6415415.000000,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
14,336287.93,7385865.18,355030868000033,3550308005088,68,SACOMA,13,IPIRANGA,Sul,Sul 1,V DAS MERCES- AMA ESPECIALIDADES,"NOSSA SENHORA DAS MERCES,R,1315",V DAS MERCES,69461443,04165001,6357083.000000,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
15,336513.54,7400957.51,355030886000065,3550308005032,86,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,V IZOLINA MAZZEI-AMA ESPECIALIDADES,"ORLANDO RIBEIRO DANTAS,R,154",V IZOLINA MAZZEI,22016586,02083010,6451055.000000,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
16,325218.08,7402628.46,355030863000213,3550308005115,63,PIRITUBA,2,PIRITUBA,Norte,Norte 2,VILA ZATT - AMA ESPECIALIDADES,"MONSENHOR MANOEL GOMES,R,654",PIRITUBA,39752116,02975120,6391885.000000,1,Municipal,49,AMA ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
17,332060.24,7385924.09,355030877000121,3550308005094,77,SAUDE,12,VILA MARIANA,Sul,Sul 1,ALEXANDRE KALIL - AE,"CECI,AV,2235",PLANALTO PAULISTA,,,2751844.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
18,331361.61,7397556.01,355030869000043,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,AMBULATORIO MULTI PROF CRIANCA ADOLESCENTE - PROGRAMA EQUILIBRIO,"ANHAGUERA,R,484",BARRA FUNDA,33925624,01135000,6292194.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
19,335280.11,7402132.30,355030882000068,3550308005066,82,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 1,"ARMANDO DE AGUIAR PUPO,DR - AE","NOVA CANTAREIRA,AV,1476",TUCURUVI,29526700,02331002,2751984.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
20,332177.07,7383169.85,355030838000337,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CCI - CENTRO DE CONTROLE DE INTOXICACOES,"FRANCISCO DE PAULA QUINTANILHA RIBEIRO, AV, 860",JABAQUARA,80077137,04330020,2081970,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
21,331134.54,7393336.76,355030807000080,3550308005011,7,BELA VISTA,9,SE,Centro,Centro,CENTRO - AE,"CARLOS COMENALLE,R,32",BELA VISTA,2830005,01332030,2068982,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
22,332177.07,7383169.85,355030838000337,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CENTRO DE CONTROLE DE INTOXICACOES - CCI,"FRANCISCO DE PAULA Q RIBEIRO,AV,860",JABAQUARA,50115111,04330020,2081970.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
23,330757.65,7378473.30,355030858000064,3550308005216,58,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,CESAR ANTUNES DA ROCHA-AE(PEDREIRA),"CORREGO AZUL,R,433",PEDREIRA,56115044,04463010,2751925.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
24,332149.58,7394733.86,355030866000009,3550308005002,66,REPUBLICA,9,SE,Centro,Centro,CONSOLACAO-AE,"MARTINS FONTES,R,208",CONSOLACAO,32564401,01050000,2069008.000000,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
25,324694.46,7397356.38,355030848000054,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,FERNANDO RAMIREZ CRUZ - AE,"BRIG GAVI´?¢O PEIXOTO, R.727",LAPA,38652213,05078000,2751941.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
26,335850.01,7390507.99,355030834000009,3550308005019,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,"FLAVIO GIANOTTI,DR-AE","XAVIER DE ALMEIDA,R,210",IPIRANGA,20630622,04211000,2751860.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
27,327013.79,7400107.66,355030829000045,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 2,FREGUESIA DO O-AE,"BONIFACIO CUBAS,R,304",FREGUESIA DO O,39315956,02731000,2751879.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
28,327524.92,7377582.91,355030823000140,3550308005217,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,INTERLAGOS - AMB MED ESPEC,"ARTHUR NASCIMENTO JR,R,120",JD SATELITE,56682500,04815180,6432530.000000,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
29,336273.77,7394012.95,355030853000023,3550308005018,53,MOOCA,25,MOOCA,Leste,Leste 1,"ITALO DOMIGOS LE VOCCI,DR-AE (MOOCA)","MARINA CRESPI,R,91",MOOCA,22929512,03112090,2751917.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
30,326187.93,7375428.32,355030823000019,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,JD CLIPPER-AE,"CARLOS PEZZOLO,DR,S/N",PQ ESMERALDA,59285703,04828070,2751887.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
31,328438.52,7381119.92,355030816000026,3550308005172,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,JD DOS PRADOS - AME AMB MED ESPEC,"SANTANA,R,275",VILA S+O PEDRO,56332491,,6423086.000000,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
32,355791.87,7394001.48,355030831000169,3550308005264,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,JD S CARLOS - AE,"MACABU,R,35",JD. SAO CARLOS,25577021,08411470,4050312.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
33,353528.63,7394455.08,355030847000033,3550308005262,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,JOSE BONIFACIO IV-AE,"ANDREAS AMON,R,150",COHAB JOSE BONIFACIO,65232158,08255130,2751895.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
34,337456.03,7388343.70,355030868000236,3550308005086,68,SACOMA,13,IPIRANGA,Sul,Sul 1,LUIZ B BARATA HELIOPOLIS - AE,"ALMIRANTE DELAMARE,AV,1534",IPIRANGA,,04230000,6479200.000000,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
35,336793.02,7396781.55,355030808000018,3550308005016,8,BELEM,25,MOOCA,Leste,Leste 1,MARIA ZELIA - AMBULATORIO DE ESPECIALIDADES,"JEQUITINHONHA,R,360",CATUMBI,2913003,03021040,2091542,2,Estadual,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
36,328170.77,7371824.46,355030830000013,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,"MILTON ALDRED,DR-AE","SAO CAETANO DO SUL,R,381",GRAJAU,59322015,04840230,2751909.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
37,322362.51,7410707.53,355030861000051,3550308005242,61,PERUS,1,PERUS,Norte,Norte 2,PERUS-AE,"JULIO DE OLIVEIRA,R,80",V FLAMENGO,39171263,05201070,3094340.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
38,323578.70,7401772.75,355030863000002,3550308005113,63,PIRITUBA,2,PIRITUBA,Norte,Norte 2,PIRITUBA - AE,"MENOTTI LAUDISIO,AV,100",PIRITUBA,39747000,02945000,6670849.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
39,347654.40,7387960.98,355030876000172,3550308005209,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,SAPOPEMBA - AE,"JOAO LOPES DE LIMA,R,1151",JD. SAPOPEMBA,29623480,03976020,2751968.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
40,352867.34,7400734.87,355030874000093,3550308005196,74,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,TITO LOPES DA SILVA - AE,"ANTONIO GAMA DE CERQUEIRA,PROF,R,647",V AMERICANA,29569099,08010130,2751976.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
41,349455.67,7400913.57,355030828000049,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,V PARANAGUA-AE,"JOSE GOES NOGUEIRA,R,70",V  PARANAGUA,69438044,03807380,2751836.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
42,338480.85,7391125.40,355030893000064,3550308005042,93,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,V PRUDENTE - AE,"CENTENARIO DE V PRUDENTE,PCA,108",V  PRUDENTE,22731665,03132050,2751852.000000,1,Municipal,1,AMBULATORIO DE ESPECIALIDADES,1,AMBULATORIOS ESPECIALIZADOS,0
43,320543.51,7410417.13,355030861000010,3550308005243,61,PERUS,1,PERUS,Norte,Norte 2,PERUS CASA VIVA - AE SM,"ANTONIO MAIA,R,827",PERUS,39171031,05204110,3041530.000000,1,Municipal,1,AMBULATORIO DE SAUDE MENTAL,3,SAUDE MENTAL,0
44,337938.56,7398471.80,355030889000163,3550308005033,89,VILA MARIA,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,VILA MARIA - AME DE PSIQUIATRIA,"GUILHERME COTCHING,AV,1600",VILA MARIA,,02113012,6578578.000000,2,Estadual,1,AMBULATORIO DE SAUDE MENTAL,3,SAUDE MENTAL,0
45,334337.21,7389405.65,355030890000089,3550308005046,90,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,C R HOMEOPATIA E MEDICINA TRADICIONAL,"JOAO BATISTUSSI,R,55",CONJ DOS BANCARIOS,55712682,04121100,2786796.000000,1,Municipal,37,AMBULATORIOS ESPECIALIZADOS,1,AMBULATORIOS ESPECIALIZADOS,0
46,358183.36,7401303.37,355030836000109,3550308005250,36,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,APOIO DIAG/HORA CERTA ITAIM PAULISTA,"MARECHAL TITO,AV,6035",ITAIM PAULISTA,25683354,05051001,6136028.000000,1,Municipal,48,APOIO DIAGNOSTICO,2,APOIO DIAGNOSTICO,0
47,347833.10,7397761.64,355030864000052,3550308005143,64,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,BURGO PAULISTA -APOIO DIAG/AMA ESPECIALIDADES,"JOSE SILVA ALCANTARA FILHO,R,1031",BURGO PAULISTA,22800080,03680000,6393608.000000,1,Municipal,48,APOIO DIAGNOSTICO,2,APOIO DIAGNOSTICO,0
48,322187.96,7382341.35,355030846000093,3550308005224,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD SAO LUIS - APOIO DIAG,"LUIS ANTONIO VERNEY,R,98",JD S+O LUIS,55111153,05846380,6200389.000000,1,Municipal,48,APOIO DIAGNOSTICO,2,APOIO DIAGNOSTICO,0
49,336513.54,7400957.51,355030886000065,3550308005032,86,VILA GUILHERME,7,VILA MARIA-VILA GUILHERME,Norte,Norte 1,V IZOLINA MAZZEI-APOIO DIAGNOSTICO,"ORLANDO RIBEIRO DANTAS,R,154",V IZOLINA MAZZEI,22016586,02083010,6451055.000000,1,Municipal,48,APOIO DIAGNOSTICO,2,APOIO DIAGNOSTICO,0
50,352705.88,7396605.54,355030837000079,3550308005201,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,V N SRA APARECIDA-APD,"PAULINO SERQUEIRA,R,01",ITAQUERA,61797871,08215160,2789094.000000,1,Municipal,48,APOIO DIAGNOSTICO,2,APOIO DIAGNOSTICO,0
51,338737.34,7394266.68,355030801000122,3550308005039,1,AGUA RASA,25,MOOCA,Leste,Leste 1,AGUA RASA-AMA,"SERRA DE JAIRE,R,1480",AGUA RASA,66052156,03175001,6135714.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
52,349974.82,7397869.99,355030837000235,3550308005199,37,ITAQUERA,27,ITAQUERA,Leste,Leste 2,AGUIA DE HAIA - AMA,"TANTAS PALAVRAS,R,59",COHAB -GUIA DE HAIA,37563187,08223510,5883202.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
53,346742.43,7395609.89,355030891000094,3550308005147,91,VILA MATILDE,21,PENHA,Leste,Leste 1,ALEXANDRE ZAIO-AMA,"ALVES MALDONADO,R,128",VL. NHOCUN+,67492855,03558000,6143121.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
54,332335.23,7381892.11,355030838000108,3550308005163,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,AMERICANOPOLIS-AMA,"CIDADE DE SANTOS,R,46",JABAQUARA,55621476,04336050,6143237.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
55,320358.74,7401235.18,355030895000061,3550308005111,95,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 2,ANHANGUERA - AMA,"MARCELA ALVES DE CASSIA,R,175",JD JARAGUA,55483152,04727000,6146260.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
56,321082.20,7383613.08,355030846000278,3550308005229,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,ANTONIO B DE OLIVEIRA - AMA VILA PREL,TEREZA MAIA PINTO,VILA PREL,55111630,05780390,6131689.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
57,332177.07,7383169.85,355030838000337,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"ARTHUR RIBEIRO SABOYA,DR-AMA (JABAQUARA)","FRANCISCO DE PAULA QUINTANILHA RIBEIRO,AV,860",JABAQUARA,50135461,04330020,6165478.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
58,331365.94,7397410.64,355030869000043,3550308005027,69,SANTA CECILIA,9,SE,Centro,Centro,BORACEA - AMA,"RIBEIRO DE ALMEIDA,R,14",BARRA FUNDA,33921854,01137020,5713870.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
59,344700.97,7399704.62,355030818000001,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,CANGAIBA-AMA DR. CARLOS GENTILE MELO,"CANGAIBA,AV,3722",CANGAIBA,66216523,03711001,6143156.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
60,319108.42,7380764.47,355030819000016,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,CAPAO REDONDO - AMA,"SANTANA,COM,AV,774",JD. BOA ESPERANCA,58742846,05666000,6218830.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
61,356681.99,7391519.64,355030825000044,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CASTRO ALVES-AMA,"CADERNO DE VIAGEM,R,55",CASTRO ALVES,62820320,08474170,6135366.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
62,330757.65,7378473.30,355030858000064,3550308005216,58,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,CESAR ANTUNES DA ROCHA-AMA (PEDREIRA),"CORREGO AZUL,R,433",PEDREIRA,56115044,04463010,6133460.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
63,350444.70,7394296.87,355030824000120,3550308005203,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,CIDADE LIDER I-AMA,"FRANCISCO MUNHOZ F,DR,AV,379",CIDADE LIDER,67480035,08280000,6135404.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
64,322805.20,7406488.81,355030842000157,3550308005186,42,JARAGUA,2,PIRITUBA,Norte,Norte 2,CITY JARAGUA - AMA,"TAIPAS,ESTRADA DE (ESQ. R PAULO ARENTINO)1648",JARAGUA,39472690,02991000,6146279.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
65,333142.32,7397479.26,355030809000018,3550308005004,9,BOM RETIRO,9,SE,Centro,Centro,COMPLEXO PRATES - AMA,"R. PRATES, 1101",BOM RETIRO,,01009000,6964028.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
66,330454.59,7383782.54,355030838000123,3550308005097,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CUPECE - AMA,"SANTA CATARINA,AV,1523",JABAQUARA,,04378300,6143245.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
67,324875.42,7406015.97,355030842000192,3550308005188,42,JARAGUA,2,PIRITUBA,Norte,Norte 2,ELISIO TEIXEIRA LEITE- AMA,"JOAO AMADO COUTINHO,R,400",JARAGUA,39712572,02715000,6146287.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
68,349598.83,7400398.63,355030828000052,3550308005192,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,ERMELINO MATARAZZO - AMA,"RODRIGO DE BRUM,AL,1989",V. PARANAGUA,29439944,03807230,6135730.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
69,355252.48,7393212.98,355030825000239,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,FAZENDA DO CARMO - AMA,"FRANCISCO CARDOSO JR,R,10",CIDADE TIRADENTES,65567600,08421105,6135757.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
70,335850.01,7390507.99,355030834000009,3550308005019,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,"FLAVIO GIANOTTI,DR-AMA","XAVIER DE ALMEIDA,R,210",IPIRANGA,20630622,04211000,6133533.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
71,332935.56,7383326.54,355030838000094,3550308005095,38,JABAQUARA,15,JABAQUARA,Sul,Sul 1,"GERALDO S FERREIRA,DR-AMA","ARMANDO DE ARRUDA PEREIRA,ENG,AV,2944",PQ JABAQUARA,55882366,04309011,6143261.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
72,353913.30,7395653.51,355030847000085,3550308005261,47,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,GUAIANAZES I - AMA,"OSVALDO DE OLIVEIRA,PROF,AV,610",JD. HELENA,65578844,08420280,6135331.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
73,340787.99,7390449.12,355030872000123,3550308005081,72,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,"HERMENEGILDO MORBIN JR,DR- JD INDEPENDENCIA AMA","PLANALTO DA CONQUISTA,R,80",JD. INDEPENDENCIA,62163746,03223170,6158471.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
74,347473.48,7400094.96,355030828000090,3550308005140,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,HUMBERTO CERRUTI-AMA PQ. BOTURUSSU,"OLAVO EGIDIO SOUZA ARANHA,AV,630",V CISPER,29439991,03822000,6135439.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
75,345993.67,7386845.93,355030876000240,3550308005161,76,SAPOPEMBA,32,SAPOPEMBA,Leste,Leste 1,HUMBERTO GASTAO BODRA - AMA JD. ELBA,"BATISTA FERGUSIO,R,1016",V  CARDOSO FRANCO,67043491,03978180,6158463.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
76,337701.93,7392281.87,355030853000067,3550308005018,53,MOOCA,25,MOOCA,Leste,Leste 1,"IGNACIO PROENCA DE GOUVEA,DR - AMA","VITOANTONIO DEL VECCHIO,R,151",MOOCA,20699923,03124070,6146295.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
77,335844.11,7390496.74,355030834000009,3550308005019,34,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA - AMA,"XAVIER DE ALMEIDA,R,210",IPIRANGA,20630622,04211000,6133533.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
78,322660.89,7379918.13,355030846000056,3550308005222,46,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JD ALFREDO-AMA,"DINAR,R,51",JD ALFREDO,55146355,04913120,6133541.000000,1,Municipal,4,ASSISTENCIA MEDICA AMBULATORIAL,6,URGENCIA/EMERGENCIA,0
